,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,Tweet Language
4878,1307313557151846403,2020-09-19 13:40:15,@contractorspov @SamsungMobileUS @SamsungMobile @Samsung @SamsungUS Yup. This phone is pretty amazing,mkostial05,,,"St Louis, MO",en
5516,1307314017850007556,2020-09-19 13:42:05,"Automatic Sensor Wireless Charger Car Mount, Smart Touch Qi Fast Wireless Charging Air Vent Car Phone Holder for i Phone XS MAX XR XS X 8 8 Plus Samsung Galaxy S9 8 7 Note 8 All Qi-Enabled https://t.co/21C8fACc8Y https://t.co/PX81KQZGIA",garagestorageus,,,United States,en
3203,1307314496344555523,2020-09-19 13:43:59,@COsoccerpod We saw it but had to watch on our mobiles since Peacock doesn’t work with Roku or Samsung.,TalkYanks,,,United States,en
9900,1307314832979394568,2020-09-19 13:45:19,@DMVSoccerDotCom @NBCSportsSoccer I can’t watch on a Samsung TV.  @NBCSportsSoccer before making decisions like this you need to create availability on ALL platforms.  #ESPN + sure is pretty easy to access!!,pelotatraining,,,"Annapolis, MD",en
8739,1307315381950844928,2020-09-19 13:47:30,"@TheGalox_ @UniverseIce because, Chinese company launches same phone but after replacing camera by 5(instead of 3) or 8 or 12 and changing name

and sometime, by changing name and design only
Samsung at least put some effort",juststudent1735,,,Earth ,en
3202,1307315531721170947,2020-09-19 13:48:06,"Automatic Sensor Wireless Charger Car Mount, Smart Touch Qi Fast Wireless Charging Air Vent Car Phone Holder for i Phone XS MAX XR XS X 8 8 Plus Samsung Galaxy S9 8 7 Note 8 All Qi-Enabled https://t.co/r8zecX4eF6 https://t.co/WKCTjIP2Yz",gpstrackingusa1,,,United States,en
9899,1307315648704454656,2020-09-19 13:48:34,@itssamsungval @SamsungMobileUS It's such an amazing device!,MariKrajczar,,,Pennsylvania,en
535,1307317152915972096,2020-09-19 13:54:32,@EdwardCastro10 Yeah kinda sucks. My Samsung tv doesn’t even have the app so I have to watch on my phone,Halored27,,,Anaheim,en
9241,1307319912906526720,2020-09-19 14:05:30,"@Xeronan @Metzger14_ @itsbleekerxo @JediPolarBear @indiasanaaa they may buy their parts from samsung but they sure as fuck know how to use them better than samsung does😭 and that’s coming from someone who has had both. android camera quality is complete dick and balls, that’s just a fact.",beaver_emma,,,"Plainfield, CT",en
8362,1307321248897269761,2020-09-19 14:10:49,"@__richyrick Lmao Facetime, Imessage is superior no cap. But its on a screen and chipsets are manufactured and developed by samsung",ChiTheAesthete,,,North,en
9898,1307323037365264384,2020-09-19 14:17:55,"So I called Samsung's support line and used the touch tone system since talking to the robot never works.

They still have an option for Windows Phone support.",Wander1236,,,Pennsylvania,en
4877,1307325369805139968,2020-09-19 14:27:11,cries in tries to update my phone but remembers i have a samsung,notclvaudii,,,"Illinois, USA",en
8738,1307326350211022849,2020-09-19 14:31:05,"@SportsSturm Haven't heard one person complain about the $5.  The complaints are due limited access to Peacock.   Amazon Fire, Roku, Samsung TVs, and many more don't have app.  Who to blame?  NO IDEA.  My advice, use your computer to watch.",thejermjerm,,,DFW,en
9240,1307328374113808384,2020-09-19 14:39:08,"@Samsung, as a long time loyal Samsung phone owner I feel slited when I purchase the new S20 note ultra, at first when I logged in you were offering a pad with my purchase,I didn't buy at that time, now I only get the phone with no perks, not cool",shines44,,,BK NY,en
9239,1307338701945466881,2020-09-19 15:20:10,@Bullet_R34 Hello! Thank you for choosing us! Let us celebrate our 10 mobile year anniversary with your new Samsung TV! Enjoy the gift! 🎉 -ad,Videotron,,,Montréal (Qc),en
4750,1307339335809871874,2020-09-19 15:22:41,@CalmDre @DangItLee Samsung iteratated on the note 10's design but had to raise the camera bump to fit the periscope camera in this case,likemiketooo,,,"Virginia, USA",en
5513,1307342240394641408,2020-09-19 15:34:14,"Samsung Galaxy S7 edge US Version$269.00 https://t.co/Po7AGp0v0x 
We have what you need the most! Use your phone at best with My Phone Set accessories 
Visit https://t.co/la0Guc0Xvq and place your order 
#technology #case Samsung Galaxy S7 edge US Version https://t.co/qqIKhzDC1L",MyPhoneSet,,,United States,en
2869,1307343356616470528,2020-09-19 15:38:40,"So I ordered cases for my Fold 2 back on the 8th.....was supposed to have them yesterday but according to Verizon, Samsung didn't ship enough cases so now I have to wait til the 3rd. Ok then if something happens between now and then I fully expect one of you to replace my device!",Vyyyper,,,Chicago,en
2868,1307343498362998785,2020-09-19 15:39:13,What's happening?..   #FF  #COVID19 https://t.co/LrnmP0A6Xg,e_MobileApps,,,"Dg, IL",en
8737,1307344423123128321,2020-09-19 15:42:54,"@iflyon2wheels @mhs21981 @ENNBIIKEYY @MaxWinebach Bro you said ""ask samsung about MY note edge"", I replied who TF are you that samsung know about your particular device?",Rskyline,,,"Lewisville, TX",en
7269,1307345213476798466,2020-09-19 15:46:02,@iflyon2wheels @mhs21981 @ENNBIIKEYY @MaxWinebach Lol it's because that a crazy stupid made phone no one on samsung is gonna fix. That screen alone costs that or at that time at least. So that was pretty cheap TBH. They won't fix your stuff they just replace it.,Rskyline,,,"Lewisville, TX",en
2135,1307345275175030788,2020-09-19 15:46:17,"Unbelievable Jeff. Saturday soccer on my Samsung. Blank screen. Greedy, poor planners. @NBCSportsSoccer. The best soccer program on both sides of the Atlantic and you have confined it to non Samsung fee paying die-hards. #soccer #nbcsportssoccer #whatweretheythinking https://t.co/tMDYlhLI2Y",bigbrandjohn,,,"Pennsylvania, USA",en
2234,1307346763746074624,2020-09-19 15:52:12,@TailosiveTech You usually get phones like this that are using advanced tech like the Z Fold2. The screen protector needs to be on the screen to keep it from getting damaged. Luckily for samsung users it's only $150 to replace the screen no samsung care required.,TechbyWill,,,"Ohio, USA",en
7268,1307347344837537796,2020-09-19 15:54:31,"@iflyon2wheels @mhs21981 @ENNBIIKEYY @MaxWinebach One plus is not cheap anymore. They're great devices, better than samsung? That's debatable. Not on the speaker side, on the screen side and on the build quality IMO.",Rskyline,,,"Lewisville, TX",en
534,1307347403150819329,2020-09-19 15:54:44,@RJtheCableGuy @SamsungMobileUS The ad doesn't say that they're the only one with 5G phone. So why false advertisement?,EliasSy7,,,"La Verne, CA, USA",en
7267,1307347681702969345,2020-09-19 15:55:51,"@iflyon2wheels @mhs21981 @ENNBIIKEYY @MaxWinebach They call it repair, what happens inside is something else. At least here in the US, samsung won't try to repair anything in the phone, they'll just replace the affected part. If it was the motherboard that had corrosion that's why they offer the replacement for 300. Makes sense.",Rskyline,,,"Lewisville, TX",en
135,1307347765618520069,2020-09-19 15:56:11,"@khargaShivam If you were able to access the hotspot feature on your unlocked Samsung device, the feature was not approved by Cricket which violated our terms and conditions. At this time, we do not approve or allow hotspot access to unlocked BYOD devices.",Cricketnation,,,"Atlanta, Georgia",en
1968,1307347854340562950,2020-09-19 15:56:32,"I don’t see what’s the point of having one. Cellphones do the same thing. My kids have Samsung tablets but they’re on their phone much more than the tablets. 

I was big on tablets when they first came out. I rarely use the one I have now. https://t.co/d225oPytrh",ejayjones49,,,"Fort Lauderdale, FL",en
3365,1307348922852020226,2020-09-19 16:00:47,Thinking of buying Samsung Galaxy S8 S8+ Plus for Total Wireless (Verizon Towers) 64GB - Refurbished? Read our lates https://t.co/sFM2EGe7zX,iConvertwireles,,,"Nashville, TN",en
8733,1307348969677352960,2020-09-19 16:00:58,@iflyon2wheels @mhs21981 @ENNBIIKEYY @MaxWinebach About 120hz at 2k I agree but I don't feel is needed anyway. For me samsung screen is better quality and looks better as well at the same resolution. Not talking about high refresh. And yeah samsung devices are really expensive they always been. But one plus is not $40o anymore.,Rskyline,,,"Lewisville, TX",en
2472,1307348977856192512,2020-09-19 16:01:00,"@itssamsungval @SamsungMobileUS If you are someone who works with Office 365 and PDF files like I do on a daily basis , that Z Fold 2 is definitely the device for you. You can't beat that big screen for multi tasking.",mkostial05,,,"St Louis, MO",en
5512,1307349678871121920,2020-09-19 16:03:47,"@SamsungMobileUS  Galaxy #Note20Ultra 5G Battery Case And #Note20 #Cases From @GhostekProducts @GhostekP Ghostek &amp; @zero_lemon @zerolemonworld  Zerolemon 10000/5000mAh
 https://t.co/uBLfyQhOQE #sabaho #Enjoy",tkdsl8655,,,USA,en
8762,1307350612267294720,2020-09-19 16:07:30,@SamsungUS you robbed me with your active 2. Had it in the water for 15 mins using all recommendations. And now you want $$ to repair it - that couldn't even work as advertised? Fix it under warranty! I didn't spend $180 just to be given the middle finger by you! Fix my watch!,phillipneibaur,,,"Orem, Utah",en
3199,1307351985637777411,2020-09-19 16:12:57,Army buds: y'all selling or trading your garmin watches let me know. I need a new one. This samsung watch is garbo.,BillyNoKnock,,,United States,en
3364,1307353113838395393,2020-09-19 16:17:26,"@Roku What's the deal with @hbomax ?I pay for damn hbo thru @Ask_Spectrum and watch on a @Samsung TV and can't fucking watch it on any of them!!WTF guys,get it together!!",JasonMadewell,,,"Dayton, OH",en
134,1307355722611601408,2020-09-19 16:27:48,"@CricketSupport I understood that now, but when I took my device to register with cricket, why wasn't I informed that it is a violation. Also, just like how if you can restrict the access on BYOD iPhones why not on BYOD Samsung Note Series?",khargaShivam,,,"Monroe, LA",en
235,1307357596752306176,2020-09-19 16:35:15,When software (#SaaS) deployment &amp; mobile hardware collide... #tablet #samsung #mdm  https://t.co/IVK2OnWM1D,e2cc,,,"Tempe, AZ",en
3363,1307360857723219969,2020-09-19 16:48:12,"@PaskeeWusky I'm not into the whole ""this phone is better"" shit. Its a phone. But I'm on a Samsung Galaxy S10. Looking to get the note 20 ultra when I get the money.",ZachRandolph17,,,"Vandalia, OH",en
4749,1307363709757452289,2020-09-19 16:59:32,Samsung Semiconductor Q&amp;A: What's next for smartphone camera tech? - Android Authority https://t.co/kCP1xhqfQH,Semiconductor24,,,"United States, Virginia",en
3198,1307363987978440705,2020-09-19 17:00:39,@akheio I'm stuck between a PS5 and a Samsung Galaxy s10. My current phone is on its last leg!!,GrimmSage91,,,East Coast USA,en
3545,1307365540789448704,2020-09-19 17:06:49,"@slinganswers Yes, that’s the game.  I just spent 45 minutes of the game on the phone to your tech support.  Error message 6-502.  Samsung SmartTV.",Bob_Grip,,,Mobile Alabama,en
7170,1307366644826611712,2020-09-19 17:11:12,"@Casey @Windows @SamsungMobileUS my 4 year old just made this “phone” that you can watch a movie on the flipped top while FaceTiming her mom. Even at 4, she knows what she wants in a phone. https://t.co/QAqTwASB75",JoshuaMcLindsay,,,"Oregon, USA",en
9895,1307367254112206853,2020-09-19 17:13:37,Samsung galaxy note 8 screen replacement @ Frey Technology https://t.co/e1VGzQxjv7,matthewfrey,"[-77.58478403, 39.92224411]","Guilford, PA","Chambersburg, PA",en
5509,1307367290552418305,2020-09-19 17:13:46,@itssamsungval @SamsungMobileUS You should do it. I'll take a Samsung shirt as well if it's no trouble lol. Really though its a nice device especially if you maximize the ability of it.,SSGphoneguru,,,United States,en
9375,1307367905634529280,2020-09-19 17:16:13,@koonbey1 @_seyiiee 😂 😂 😂 My Samsung's phone screen broke a day before the screen guard and extra pouch got delivered.,theprincelyx,,,Home,en
9894,1307369738020978692,2020-09-19 17:23:29,"@LeanderAlphabet Also the fact that it's not available on Samsung tvs. Like, how do you launch a streaming app and not include the most popular TV manufacturer??? I'm now watching a game on my tiny phone screen while my large TV is off in front of me.",nhorner7,,,"Baltimore, MD",en
2233,1307372486393290752,2020-09-19 17:34:25,@SamsungMobileUS So long as you let @SamsungMobileUS install what they want whenever they want onto YOUR device. They can (and DO) take control when you're using your phone to install whatever software &amp; changes they like. @SamsungMobile hates freedom and doesn't believe you own your phone.,tcallen07,,,Ohio,en
2862,1307373089836199946,2020-09-19 17:36:49,"@vasquezu_ @SamsungMobileUS That's a good choice!
@SamsungMobileUS regualrly shuts down phones, even while in use, to force install their own software &amp; updates. Even when you buy a @SamsungMobile phone outright, you still don't own it.",tcallen07,,,Ohio,en
3196,1307373838204899328,2020-09-19 17:39:47,Join us over at #SaturdayMorningWithTech EP 38 #podcast - @SonyXperiaUS  Xperia 5 ii &amp; @SamsungMobileUS Samsung  Z Fold 2 #zfold2 5G &amp; #new #Merch https://t.co/ZmhFndvw4s,tkdsl8655,,,USA,en
8360,1307379026458279936,2020-09-19 18:00:24,"@SamsungUS simply removes services. My S8+ works great, Samsung wants me to buy a new phone, they disable Bixby services like turning Do Not Disturb off because your device no can no longer use the newest patched software.",matwood17,,,"Augusta, GA USA",en
2469,1307381609180651526,2020-09-19 18:10:40,"There’s a time to work hard and a time to kick back. Treat yourself to some higher than hi-def screen time with up to $1,000 off a QLED 8K TV and 0% down with Samsung financing! Terms apply. https://t.co/0bTEnFE4gZ https://t.co/5cgEi4l6Ie",ZTRCnet,,,"St. Charles, IL",en
9238,1307383040453144577,2020-09-19 18:16:21,"@theMrMobile @Snubs @SamsungMobile @bathbodyworks Nobody ever asks me about my foldables :(

Usually it's like ""isn't that the same phone that broke last year""",MaxWinebach,,,"Connecticut, USA",en
131,1307383945533718530,2020-09-19 18:19:57,"While I had a #samsung #5g phone from #verizon I had to test out the 5G Service in #Midtown #atlanta #georgia 
Check out the crazy speeds I got while testing @Verizon 5G UW with my @Samsung S20 5G UW.
https://t.co/EztZcU5z7U",bigcvlogs,,,"Acworth, GA",en
533,1307386683038597120,2020-09-19 18:30:49,"#StudentShoutoutSaturday goes to John Flores from Heninger Elementary! He was recently featured in a nation-wide Samsung campaign for their new Galaxy smartphone. Way to go John, keep working hard! https://t.co/0rts4ZU9L5",Cr8tingCr8tors,,,"Los Angeles, CA",en
9237,1307386719302545408,2020-09-19 18:30:58,@SamsungMobileUS @SamsungMobile @SamsungSupport  just got my Fold 2 and within 12 hours it has cracked from a 1 foot drop... How can u sell a $2000 phone with no cases available to purchase. Poor excuse for a company. I can and u tell me oh well us ur insurance. GARBAGE!!!!,Jeffrepko,,,Cheshire CT,en
7169,1307387682268606465,2020-09-19 18:34:48,"Check out my video on the best looking case by @UrbanArmorGear Monarch Series for the @SamsungMobileUS #Note20Ultra

https://t.co/OKlctYtIMO",THoops_TechRevs,,,"Lakewood, OH",en
1967,1307388581724467200,2020-09-19 18:38:22,@iAm_erica I'm rocking mine like it is because its the only phone now since I trades my Note 10 + 5G. Waiting on the Samsung aramid case I ordered from mobilefun. I just ordered the Spiegen though armor from Amazon but it won't ship until the 20th.,Mag_D_L,,,"New Port Richey, FL",en
532,1307391982960955394,2020-09-19 18:51:53,This galaxy fold 2 is top tier!! Best phone hands down! Ive always had iPhones and use to make fun of android but nothing beats this! @SamsungMobile,or3oow,,,LA/bakersfield ,en
9083,1307397044252872709,2020-09-19 19:12:00,Check out Unlocked 2017 Black 16GB Samsung Galaxy J7 SM-J727U **Clean IMEI** #Samsung #Bar https://t.co/5Tf02kc9Vv via @eBay #ebay #SamsungGalaxy #Galaxy #SamsungGalaxyJ7 #Smartphone #Smartphones #Android #GalaxyJ7 #J7 #SamsungMobile #Phone #AndroidSmartphone #MobilePhone https://t.co/jEcA8KITfZ,EnterprisesADS,,,"Dover, Delaware",en
9236,1307398625178288135,2020-09-19 19:18:17,New Product ⌚️: Samsung Galaxy Watch Active SM-R500 40mm - Rose Gold - $139 (Reg. $169.99) https://t.co/40xXIYUw49,NysonRetail,,,"Manchester, CT",en
1966,1307402843494608896,2020-09-19 19:35:02,How to sell your old Samsung Galaxy (without getting ripped off) https://t.co/7vdfjss7Qt https://t.co/hvTz3eHDGs,EpicGeniusllc,,,"Tampa, FL",en
2859,1307404302852468740,2020-09-19 19:40:50,@MyBearBarks @Wrendipity_ @WolfMJansen @Pamaj I have a Samsung S20 Ultra 5G. I can clearly tell you have no concept of money. This phone was $1499+ tax when I bought it. 😂😂,CaptDadBod_,,,"Texas, USA",en
4874,1307405870221996033,2020-09-19 19:47:04,"@ThiaBallerina #DeregulatingDonny, who has increased pollution by getting rid of environmental regulations and denies the existential threat of #ClimateChange, does claim to be pro-environment, further proving he is a pathological liar. 
https://t.co/97kqHVJvjb",PoliticalAnt,,,"Missouri, USA",en
4873,1307406703433060353,2020-09-19 19:50:23,"@stevebait @ThiaBallerina Actually, Trump is not upfront at all. He keeps claiming to be for the environment when his policies are really bad for it. Look at this Google search: https://t.co/97kqHVJvjb",PoliticalAnt,,,"Missouri, USA",en
2858,1307407193944338435,2020-09-19 19:52:20,"Hey, does anybody know of a free, simple online calculator that has what my ancient Samsung Galaxy smartphone has, that is, one that SHOWS the work? Not just the result? All the brilliant 'new and improved' ones are shit. I want a calculator for my cheap Luna Pro that isn't shit.",BeccaPiano,,,Chicago,en
8541,1307407273891901443,2020-09-19 19:52:39,"@luke_lafr @linusgsebastian @LinusTech on the WAN show you mentioned nobody uses tablets. Just because you guys don't doesn't mean that's the case for everyone. My mom especially has switched from not using a computer, laptop, or even phone to a Samsung galaxy Tab 5e! Loves it!",zipzeolocke,,,"Owensboro, KY",en
3544,1307409696245067776,2020-09-19 20:02:16,"Tired of your current service provider? Switch over to Cricket and get the Samsung Galaxy A10E for $29.99 on any plan of your choice. We have all the accessories you need just stop by 685 Schillinger Rd S Ste 6 Mobile,AL Monday-Saturday 10am-8pm Sunday 10am-6pm https://t.co/MDVH3ptdIz",Cricket48322845,,"Mobile, AL",,en
9515,1307412522681733129,2020-09-19 20:13:30,god I hate guests that take away or try to limit what we can do with their phone when we are required by our partnerships to do to make sure the phone works... Bruh I can't give you your phone back repaired if I don't have your s-pen so samsung can tell me it works properly,SnowytheGryph,,,"Wisconsin, USA",en
3195,1307412713845354496,2020-09-19 20:14:16,"With up to two days worth of battery and a gorgeous AMOLED screen to boot, the Samsung Galaxy M31 SM-M315F/DSN 128GB 6GB RAM Dual SIM (factory unlocked) 6.4 is arguably the perfect phone for content junkies on a budget. #technology 
https://t.co/83fEMJcXmj",shopinbrand,,,USA,en
8732,1307414346331500545,2020-09-19 20:20:45,"I've been mad for weeks because my phone has not been charging ""super fast"" (I have the Samsung S20 Ultra).. I finally told hubby about it and he pointed out that I've been using the wrong charger. Wtf. Where's my charger? 😩😤",ivey_nm,,,"Fort Worth, TX",en
9892,1307419564297388034,2020-09-19 20:41:29,Going to be trying to stream on my Samsung Galaxy A20 at my favorite Hibachi Buffet!  I've had issues before but haven't tried on this phone!,Chulain3,,,North Carolina,en
7264,1307419615086227456,2020-09-19 20:41:41,"How To Setup Samsung Pay On Your Galaxy Watch 3
https://t.co/McJ1tlEHay https://t.co/BnkMCo6NwL",MT_TechRunin247,,"Fort Worth, TX",,en
5506,1307420169472536578,2020-09-19 20:43:53,"@SamsungMobileUS I'm not buying another phone til I see @ZacksJerryRig do a vid of tests on this phone. Legit, I have made passes on phones cause of him.",vdark5,,,United States,en
9235,1307421730378584066,2020-09-19 20:50:05,"I did a hard reset on my two devices. 
My Samsung Galaxy Tablet and My ZTE Phone from 2018",richardkarnjr,,,"Dedham, MA",en
4871,1307422810957062144,2020-09-19 20:54:23,"@TeamYouTube The problem is that the casting icon doesn't show up at all when using Youtube Music on my phone. Interestingly enough, the cast icon shows up on my Samsung tablet which is running Android 10 so it may be a bug when YTM is used with Android 11.",le_avion,,,"Illinois, USA",en
4954,1307424516050694144,2020-09-19 21:01:10,@lenavalkyrie I think the screen protector on my phone exacerbates my typos because I did not have nearly as many typos on my old phone. So thanks for making me look like a dumbass Samsung.,CMBowersox,,,"Pennsylvania, USA",en
9234,1307425492006367232,2020-09-19 21:05:02,"I like how Samsung's phone support asks what type of wait music you want to listen too

but also fucking hell why is Samsung Care+ broken",MaxWinebach,,,"Connecticut, USA",en
9891,1307426051899834368,2020-09-19 21:07:16,@realJoeHussey @SamsungMobileUS I use PowerDirector. I have a couple of tutorial videos out. Probably going to make one with this device since the app has been updated,Josh_Quinonez,,,"California, USA",en
2855,1307426634904023049,2020-09-19 21:09:35,This phone is a great Samsung option for an even better price! $19.99 when you switch! https://t.co/RjGYvYGnyK,Cricket81994773,,Cricket Wireless Authorized Retailer,,en
7263,1307432337567895558,2020-09-19 21:32:14,"@lisuuuh Yeah, pretty sure I could do this on my Samsung S2 🌚 (Phone of the Year 2011 BTW!)",sprunkey,,,Scotland,en
6477,1307432520749785088,2020-09-19 21:32:58,Removing my AP G Suite account from the phone did the trick. It no longer answers the hotword when I'm talking to the smart display. Some idiot at Samsung has broken this on basically all their phones.,RDRv3,,,"Bay Area, CA",en
2466,1307437420561027072,2020-09-19 21:52:26,My front screen is inilated and my back screen is destroyed thank you Samsung for making a great phone,joey_hulec2,,,ohio,en
9374,1307438967088754688,2020-09-19 21:58:35,"@odiammar @SamsungMobileUS Well, it's not that simple. The reason that Snapchat's quality is so bad is because instead of using Android's Camera API, Snapchat takes screenshots of the Camera's live feed. This is a choice by Snapchat.",BoltTheBird,,"Carnation, WA","Washington, USA",en
7262,1307443413181231104,2020-09-19 22:16:15,"Samsung Pay, one of the easiest and convenient mobile payment systems. Learn how to set it up on your device today.
https://t.co/iFBIU1LJxJ https://t.co/FnT4TrorY6",MT_TechRunin247,,"Fort Worth, TX",,en
9233,1307443881240399874,2020-09-19 22:18:07,"@colleenkiernxn Except if I posted it, it would be an actual Samsung phone",MaxWinebach,,,"Connecticut, USA",en
9373,1307445209077219328,2020-09-19 22:23:23,@PartPhil Samsung is supposed to be uppin their camera game,superdalebot,,,Vancouver,en
1965,1307445684946251780,2020-09-19 22:25:17,"The Samsung Galaxy Watch Active2 is insanely good. While not as feature-packed as Series 6, arguably better than Series 5. Case in point: Been using it all day, including three workouts, and it's sitting at 80% battery life.",danielsweb,,,"Miami, FL",en
9232,1307445727786930176,2020-09-19 22:25:27,@BabancourtPapi watch. the next couple of iPhones gonna bend inward just like the latest Samsung and y'all gonna eat it up lol,fonzwolf,,,NJ/NY,en
5505,1307446542744334344,2020-09-19 22:28:41,"If you care about #privacy, do this: Settings- Developer options- Quick settings developer tiles- Sensors Off. Turn it on in quick settings. This will disable camera, mic, gyro, and other sensors. So no one can spy on you. Works on a few #Samsung  devices. #privacymatters",Hamza__Tech,,,United States,en
2230,1307449432036855809,2020-09-19 22:40:10,@MallamRetweet @fheerdausy @__usyy @ArewaFactsZone @__DANEJO @Eishaaat @lukxybea Samsung camera never disappoints😩🔥🔥🙅,areesha_bee,,,"Blue Earth, MN",en
3542,1307450498774175746,2020-09-19 22:44:24,"Here’s my final review (already posted a first look a few weeks back) of the Samsung Galaxy Tab S7+ premium Android tablet with OLED display, S Pen and optional keyboard case. https://t.co/xHd4Htc5fH https://t.co/036qNuWvfE",lisagade,,,"Dallas, Texas",en
9372,1307453550499250176,2020-09-19 22:56:32,If I canceled this contract with #Koodo I would end up paying over $200 more for this device than buying it right from #Samsung. Life is more and more unpredictable in this time of #COVID19 and this rigidity makes me say NO to being their customer. Get rid of your tab bonus! https://t.co/6DDADimJ9X,HealingVisionz,,,"Victoria, British Columbia",en
7166,1307453695072833537,2020-09-19 22:57:06,"@reneejordyn_ I think I will just leave my work phone the way that it is, too complicated for me 🤣. This is why I will stick to my Samsung, been had widgets and personalization for years lol.",mrsJag97,,,"Toledo, OH",en
530,1307454680109383681,2020-09-19 23:01:01,"More @Samsung Devices Getting This Super Helpful Google Feature

🔊 Live Caption is a feature that allows people to have their phone instantly display written text from audio that comes from the device

#techradio 📻 #mobile
https://t.co/peebYwqUnZ https://t.co/0AcLutFS2i",MarshaCollier,,,Los Angeles,en
3192,1307455915260432385,2020-09-19 23:05:56,@SamsungSupport The camera's of Note 20 Ultra is bad.,PatelAryanG,,,USA,en
8761,1307456283721654272,2020-09-19 23:07:24,"@SamsungUS you sold me a watch that does not work in water, even with clear advertising that it does. I'm prepared to complain to @bbb_us and keep fighting for a warranty fix or replacement. Please help me out here.",phillipneibaur,,,"Orem, Utah",en
2852,1307458283989540869,2020-09-19 23:15:20,"Since we hit 1.5k followers here is what I use to make my digital art!

Items:
1. Ibis Paint X
2. A stylus pen
3. My phone (Samsung Galaxy A10) https://t.co/9Xx0s65vBD",Exclipzo,,,"Chicago, IL",en
9231,1307459394817458177,2020-09-19 23:19:45,my grandpa has a phone i can pick up next week to upgrade to a samsung galaxt s9....Poggers,meicoomonvm,,,"schenectady, ny",en
2145,1307461162733195267,2020-09-19 23:26:47,"@DeeNimmin @IamCGJ @MCreatorPodcast @GlenBMulcahy Exactamundo! Flip phones, like the Samsung, (i predict) will (not only) ""bring sexy back"", but will soon awaken 50M Youtube Creators to create their content exclusively on mobile.",robbgorringe,,,"Honolulu, Hawaii",en
9230,1307461245721870340,2020-09-19 23:27:07,"***UPDATED*** SUNDAY'S SCHEDULE***
REMEMBER to WATCH📺on @XumoTV, @zingotv, and Samsung TV+. https://t.co/Q8nS4pMcrS",ForTheFansHQ,,,"Boston, MA",en
